"2345","3110 109th Ave SE, Bellevue, WA, 98004","Match","Exact","3110 109TH AVE SE, BELLEVUE, WA, 98004","-122.195141191411,47.582883518672","186607879","L"
"1013","3228 36th Ave W, Seattle, WA, 98199","Match","Exact","3228 36TH AVE W, SEATTLE, WA, 98199","-122.403526297322,47.648929475182","186659314","R"
"2344","18820 129th Pl SE, Renton, WA, 98058","Match","Exact","18820 129TH PL SE, RENTON, WA, 98058","-122.169389834391,47.434110976798","186634101","L"
"1012","13507 62nd Ave NE, Kirkland, WA, 98034","Match","Exact","13507 62ND AVE NE, KIRKLAND, WA, 98034","-122.257879314113,47.722331524283","239772405","L"
"2343","28001 232nd Pl SE, Maple Valley, WA, 98038","Match","Exact","28001 232ND PL SE, MAPLE VALLEY, WA, 98038","-122.031942783297,47.350629068614","239777026","L"
"3674","16604 NE 42nd Ct, Redmond, WA, 98052","Match","Exact","16604 NE 42ND CT, REDMOND, WA, 98052","-122.117374835634,47.647971612764","186611464","R"
"3675","5048 35th Ave SW, Seattle, WA, 98126","Match","Exact","5048 35TH AVE SW, SEATTLE, WA, 98126","-122.376170105264,47.556428489873","186578014","L"
"3676","2205 78th Ave NE, Medina, WA, 98039","Match","Exact","2205 78TH AVE NE, MEDINA, WA, 98039","-122.236044640842,47.630264474526","186602492","L"
"3677","4908 32nd Ave NE, Seattle, WA, 98105","Match","Exact","4908 32ND AVE NE, SEATTLE, WA, 98105","-122.293347513944,47.664223364792","186587169","R"
"3678","3620 SW Holden St, Seattle, WA, 98126","Match","Exact","3620 SW HOLDEN ST, SEATTLE, WA, 98126","-122.378281739996,47.533472484366","186662095","R"
"3679","19100 SE 174th St, Renton, WA, 98058","Match","Exact","19100 SE 174TH ST, RENTON, WA, 98058","-122.087003426957,47.446316151773","239776622","R"
"3690","12500-12578 10th Ave NE, Seattle, WA, 98125","Match","Non_Exact","12578 10TH AVE NE, SEATTLE, WA, 98125","-122.318046144031,47.720100096019","186576256","R"
"3691","19358 114th Pl SE, Kent, WA, 98031","Match","Exact","19358 114TH PL SE, KENT, WA, 98031","-122.188523077064,47.429021576839","655677878","L"
"3692","320 NW Boulder Pl, Issaquah, WA, 98027","Match","Exact","320 NW BOULDER PL, ISSAQUAH, WA, 98027","-122.068587735147,47.53383009572","647857331","R"
"3693","1356 Elma Pl NE, Renton, WA, 98059","Match","Exact","1356 ELMA PL NE, RENTON, WA, 98059","-122.154305627176,47.50504471296","627139750","R"
"3694","22710 SE 268th Pl, Maple Valley, WA, 98038","Match","Exact","22710 SE 268TH PL, MAPLE VALLEY, WA, 98038","-122.037834742703,47.361182546611","628031435","R"
"3695","24588-24638 SE Issaquah-Fall City Rd, Issaquah, WA, 98029","Match","Non_Exact","24638 SE ISSAQUAH FALL CITY RD, ISSAQUAH, WA, 98029","-122.010536130416,47.560668925815","624631503","L"
"1033","8520 19th Ave NW, Seattle, WA, 98117","Match","Exact","8520 19TH AVE NW, SEATTLE, WA, 98117","-122.381012892774,47.690827646005","186658881","R"
"2364","11803 SE 322nd Pl, Auburn, WA, 98092","Match","Exact","11803 SE 322ND PL, AUBURN, WA, 98092","-122.184098085528,47.312828208169","187015334","R"
"1032","2739 31st Ave S, Seattle, WA, 98144","Match","Exact","2739 31ST AVE S, SEATTLE, WA, 98144","-122.293085266985,47.579127364613","239762932","R"
"2363","13805 SE Fairwood Blvd, Renton, WA, 98058","Match","Exact","13805 SE FAIRWOOD BLVD, RENTON, WA, 98058","-122.156454854456,47.455620790662","186636629","R"
"1031","7220 NE 152nd Pl, Kenmore, WA, 98028","Match","Exact","7220 NE 152ND PL, KENMORE, WA, 98028","-122.243667227171,47.738873777441","642837436","L"
"2362","3508 S Genesee St, Seattle, WA, 98118","Match","Exact","3508 S GENESEE ST, SEATTLE, WA, 98118","-122.289096429041,47.564225175801","239763160","L"
"1030","1903 32nd Ave S, Seattle, WA, 98144","Match","Exact","1903 32ND AVE S, SEATTLE, WA, 98144","-122.292010290211,47.585812483823","186594692","R"
