timestamp,model,target,variant,split,metric,value,std
2026-06-08T22:58:42,ensemble_mgbdt,price,tgt_only,test,Adjusted_R2,0.7621015513650764,0.05754064975045673
2026-06-08T23:00:08,ensemble_mlp,price,tgt,train,RMSE,153536.24862402916,2556.2157045551394
2026-06-08T23:00:08,ensemble_mlp,price,tgt,train,MAE,89762.35483278646,1783.6801090543067
2026-06-08T23:00:08,ensemble_mlp,price,tgt,train,MAPE,19.488642715534333,1.1580953080965195
2026-06-08T23:00:08,ensemble_mlp,price,tgt,train,R2,0.8032390751069947,0.00688926689223063
2026-06-08T23:00:08,ensemble_mlp,price,tgt,train,Adjusted_R2,0.8022101188372828,0.006925251353645289
2026-06-08T23:00:08,ensemble_mlp,price,tgt,test,RMSE,159871.4288212093,19367.14978632008
2026-06-08T23:00:08,ensemble_mlp,price,tgt,test,MAE,93214.60877161799,6221.912713035429
2026-06-08T23:00:08,ensemble_mlp,price,tgt,test,MAPE,20.04131207363641,1.1667818383775015
2026-06-08T23:00:08,ensemble_mlp,price,tgt,test,R2,0.783373771300659,0.04848136362051618
2026-06-08T23:00:08,ensemble_mlp,price,tgt,test,Adjusted_R2,0.7787659476169708,0.04951243429480129
2026-06-08T23:00:10,ensemble_dt,price,tgt,train,RMSE,137174.44579256326,3838.269402148104
2026-06-08T23:00:10,ensemble_dt,price,tgt,train,MAE,83781.44433069669,1936.3997591588034
2026-06-08T23:00:10,ensemble_dt,price,tgt,train,MAPE,17.625780072483046,0.4076463267775716
2026-06-08T23:00:10,ensemble_dt,price,tgt,train,R2,0.8428046101470666,0.009804721193027582
2026-06-08T23:00:10,ensemble_dt,price,tgt,train,Adjusted_R2,0.8419825623653034,0.009855950842381144
2026-06-08T23:00:10,ensemble_dt,price,tgt,test,RMSE,182010.4974250667,15686.044234529829
2026-06-08T23:00:10,ensemble_dt,price,tgt,test,MAE,101361.52818258808,3550.8894621927907
2026-06-08T23:00:10,ensemble_dt,price,tgt,test,MAPE,20.53913248724811,1.1383907129445394
2026-06-08T23:00:10,ensemble_dt,price,tgt,test,R2,0.7194638434945584,0.052243706025390545
2026-06-08T23:00:10,ensemble_dt,price,tgt,test,Adjusted_R2,0.713496566976713,0.05335478793784562
2026-06-08T23:00:26,ensemble_rf,price,tgt,train,RMSE,77469.2774737633,2985.6499408526997
2026-06-08T23:00:26,ensemble_rf,price,tgt,train,MAE,37202.18860668258,637.1598942315871
2026-06-08T23:00:26,ensemble_rf,price,tgt,train,MAPE,7.831215793161602,0.19329399927340546
2026-06-08T23:00:26,ensemble_rf,price,tgt,train,R2,0.9498121051626164,0.004283879723151564
2026-06-08T23:00:26,ensemble_rf,price,tgt,train,Adjusted_R2,0.9495496497094467,0.004306267383628429
2026-06-08T23:00:26,ensemble_rf,price,tgt,test,RMSE,158017.93577690306,18166.370769556393
2026-06-08T23:00:26,ensemble_rf,price,tgt,test,MAE,84794.88929432978,4513.462834096029
2026-06-08T23:00:26,ensemble_rf,price,tgt,test,MAPE,17.238095714372292,1.152079280597002
2026-06-08T23:00:26,ensemble_rf,price,tgt,test,R2,0.7868716025496962,0.05227564907692473
2026-06-08T23:00:26,ensemble_rf,price,tgt,test,Adjusted_R2,0.782338326931406,0.05338672599090665
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,train,RMSE,123479.72090840593,3388.9046283750845
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,train,MAE,74891.76036737862,1014.7161830781421
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,train,MAPE,15.909827278251745,0.3518783541214723
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,train,R2,0.8726206099799526,0.007997297401855974
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,train,Adjusted_R2,0.8719544842906559,0.00803907853638886
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,test,RMSE,162432.2648632022,18647.953676697467
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,test,MAE,88579.42486247348,3996.5652467833806
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,test,MAPE,18.230486941981134,1.0354962981811553
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,test,R2,0.7757026681835417,0.050000354708169825
2026-06-08T23:00:31,ensemble_mgbdt,price,tgt,test,Adjusted_R2,0.7709317424512074,0.05106335041151266
